rating,date,variation,verified_reviews,feedback,review_tokens,score
5,30-Jul-18,Charcoal Fabric ,It's Alexa.... what else can you say,1,"'s,Alexa,....,,else,,",0.0
5,30-Jul-18,Charcoal Fabric ,Upgraded from my lilttle echo dot. Happy with sound,1,",,lilttle,echo,dot,.,Happy,",0.5719
4,30-Jul-18,Sandstone Fabric ,"Excellent product, set up with ease as well.",1,"product,,,set,,,ease,,well",0.8074
5,30-Jul-18,Heather Gray Fabric ,I've had the first gen Echo since it first came out and it has worked well for me. I purchased the 2nd gen during Prime Day and so far I'm happy. It seems to have an improved speaker which provides enhanced sound for music and such.,1,"'ve,,,first,gen,Echo,since,,first,came,,,,,worked,well,,,.,I,purchased,,2nd,gen,,Prime,Day,,,far,I,'m,happy,.,It,seems,,,,improved,speaker,,provides,enhanced,sound,,music,,",0.8467
5,30-Jul-18,Charcoal Fabric ,I love my Echo smart speaker.  I love the volume and clarity.  It was easy to set up.  ITs a wonderful gift for any age.,1,"love,,Echo,smart,speaker,.,I,love,,volume,,clarity,.,It,,easy,,set,,.,ITs,,wonderful,gift,,,age",0.9729
5,30-Jul-18,Charcoal Fabric ,wonderful product and fast delivery!,1,"product,,fast,delivery",0.6114
4,30-Jul-18,Charcoal Fabric ,Initially harder to set up called tech wasn’t that knowledgeable now working great.,1,"harder,,set,,called,tech,,’,,,knowledgeable,,working,great",0.6249
5,30-Jul-18,Heather Gray Fabric ,It was very easy to set up and my family love it’s!,1,",,easy,,set,,,,family,love,,’,",0.8264
5,30-Jul-18,Charcoal Fabric ,Has great sound and is very responsive my voice and commands.,1,"great,sound,,,,responsive,,voice,,commands",0.7841
5,30-Jul-18,Sandstone Fabric ,How did I live this long without the Echo . You get to enjoy any music style  just my asking Alexa . Going to up-greade to the wireless . Love the Echo . Love you too Alexa .,1,",I,live,,long,without,,Echo,.,You,get,,enjoy,,music,style,,,asking,Alexa,.,Going,,up-greade,,,wireless,.,Love,,Echo,.,Love,,,Alexa",0.9118
5,30-Jul-18,Heather Gray Fabric ,Very cool product. Speaker sounds good with my Spotify blasting through it.,1,"cool,product,.,Speaker,sounds,good,,,Spotify,blasting,,",0.6697
5,30-Jul-18,Charcoal Fabric ,Having so much fun with Alexa. Love being able to listen to music when I’m across the room or busy doing something else.,1,",much,fun,,Alexa,.,Love,,able,,listen,,music,,I,’,,across,,room,,busy,,something,else",0.8307
5,30-Jul-18,Charcoal Fabric ,"So far it seems to be a very nice item. It picks up on my voice and understands me without any problems. The other day I asked it to turn down the music from the next room and it heard me just fine. I've only used it to listen to music and check the weather, but it has done both of those things very well.",1,"far,,seems,,,,,nice,item,.,It,picks,,,,voice,,understands,,without,,problems,.,The,,day,I,asked,,,turn,,,music,,,next,room,,,heard,,,fine,.,I,'ve,,used,,,listen,,music,,check,,weather,,,,,,done,,,,things,,well",0.7323
5,30-Jul-18,Charcoal Fabric ,Love our echo,1,,0.6369
5,30-Jul-18,Charcoal Fabric ,"I love it,she is very helpful. I use her for remembering things and sleep. You can ask her just about anything. I have only had her for about a week so still learning her.",1,"love,,,,,,,helpful,.,I,use,,,remembering,things,,sleep,.,You,,ask,,,,anything,.,I,,,,,,,,week,,still,learning,",0.807
4,30-Jul-18,Charcoal Fabric ,"It's better than the 1st gen in every way except for one.  I really miss the ring at the top for volume control.  It was quicker and easier to just grab the top and twist without having to look at the buttons and find the &#34;-&#34; one and press it a few times.  I also wish the bass was a bit better.  All in all, it's a great device and I'm happy with it.",1,"'s,better,,,1st,gen,,every,way,except,,one,.,I,really,miss,,ring,,,top,,volume,control,.,It,,quicker,,easier,,,grab,,top,,twist,without,,,look,,,buttons,,find,,&,#,34,;,-,&,#,34,;,one,,press,,,,times,.,I,also,wish,,bass,,,bit,better,.,All,,,,,,'s,,great,device,,I,'m,happy,,",0.9628
5,30-Jul-18,Charcoal Fabric ,I love having an Alexa!,1,"love,,,Alexa",0.6696
5,30-Jul-18,Charcoal Fabric ,So far I like it 🤓,1,"far,I,like,",0.4173
5,30-Jul-18,Heather Gray Fabric ,I am thoroughly enjoying my Ecoo!  Love to have it read my audiobook to me while in the office and then I can simply open the audiobook on my kindle to continue it when elsewhere. Wonderful for listening to music when not in the mood for a book. Great for setting reminders for myself too and so much more.,1,",thoroughly,enjoying,,Ecoo,!,Love,,,,read,,audiobook,,,,,,office,,,I,,simply,open,,audiobook,,,kindle,,continue,,,elsewhere,.,Wonderful,,listening,,music,,,,,mood,,,book,.,Great,,setting,reminders,,,,,,much,",0.9515
5,30-Jul-18,Charcoal Fabric ,Still love it,1,love,0.6369
5,30-Jul-18,Charcoal Fabric ,Love it,1,,0.6369
5,30-Jul-18,Heather Gray Fabric ,"I love the sound quality of this unit, it is a very clear sound.",1,"love,,sound,quality,,,unit,,,,,,,clear,sound",0.796
4,30-Jul-18,Sandstone Fabric ,I just this for listening to talk radio in the morning and turning lights on and off etc. The system does an excellent job as a full house sound system streaming Sirius.,1,",,,listening,,talk,radio,,,morning,,turning,lights,,,,etc,.,The,system,,,excellent,job,,,full,house,sound,system,streaming,Sirius",0.5719
5,30-Jul-18,Charcoal Fabric ,"I have had for only a week, so I am still learning all that Alexa can do.  It is a learning process.  I love the music I can call up any time.  I listen to podcasts and radio stations.  I have just started keeping shopping lists and grocery lists, which I love.  I don’t have to search for paper and pencil.  Getting time and temperature are great, do not have to wait for weather reports.  The sound is good.  I am not fussy about woofers, tweeters, base , etc.  the Echo is fine for me.  This afternoon I am going to try “dropping in”.on my son when he gets home.  Going to surprise him.",1,",,,,,week,,,,I,,still,learning,,,Alexa,,,.,It,,,learning,process,.,I,love,,music,I,,call,,,time,.,I,listen,,podcasts,,radio,stations,.,I,,,started,keeping,shopping,lists,,grocery,lists,,,,I,love,.,I,,’,,,,search,,paper,,pencil,.,Getting,time,,temperature,,great,,,,,,,wait,,weather,reports,.,The,sound,,good,.,I,,,fussy,,woofers,,,tweeters,,,base,,,etc,.,,Echo,,fine,,,.,This,afternoon,I,,going,,try,“,dropping,,”,.on,,son,,,gets,home,.,Going,,surprise,",0.9601
1,30-Jul-18,Charcoal Fabric ,Not much features.,0,"much,features",0.0
5,30-Jul-18,Charcoal Fabric ,"Great sound quality, great features, great product. Multi room music is very cool.",1,"sound,quality,,,great,features,,,great,product,.,Multi,room,music,,,cool",0.9422
5,30-Jul-18,Charcoal Fabric ,Cool,1,,0.3182
5,30-Jul-18,Charcoal Fabric ,Everyone should have an Echo or two or three or more. I bought my Echo through QVC.,1,",,,Echo,,two,,three,,,.,I,bought,,Echo,,QVC",0.0
3,30-Jul-18,Sandstone Fabric ,it's annoying that everything they show Alexa as being able to do has to be downloaded. You spend so  much time trying to figure out how to phrase it for the machine that you may as well just look it up yourself,1,"'s,annoying,,everything,,show,Alexa,,,able,,,,,,downloaded,.,You,spend,,much,time,trying,,figure,,,,phrase,,,,machine,,,may,,well,,look,,",-0.1531
5,30-Jul-18,Charcoal Fabric ,I have had Alexa since the beginning.  I accidentally spilled water on her and have replaced it with the 2nd generation.  I decided I couldn't be without an Echo.  Setup was easy and had it working within minutes.,1,",,Alexa,since,,beginning,.,I,accidentally,spilled,water,,,,,replaced,,,,2nd,generation,.,I,decided,I,could,n't,,without,,Echo,.,Setup,,easy,,,,working,within,minutes",0.128
5,30-Jul-18,Charcoal Fabric ,"I like being able to tell Alexia the music I want to hear, but sometimes she has trouble finding the song if I am not very specific about the title.",1,"like,,able,,tell,Alexia,,music,I,want,,hear,,,,sometimes,,,trouble,finding,,song,,I,,,,specific,,,title",-0.3919
5,30-Jul-18,Heather Gray Fabric ,I like the looks better than the original echo.  I moved my old echo to the basement family room. Nice sound.,1,"like,,looks,better,,,original,echo,.,I,moved,,old,echo,,,basement,family,room,.,Nice,sound",0.8591
5,30-Jul-18,Charcoal Fabric ,The Echo is wonderful but I'm still learning how to use it. Music requests are somewhat limited.,1,"Echo,,wonderful,,I,'m,still,learning,,,use,,.,Music,requests,,somewhat,limited",0.1128
3,30-Jul-18,Heather Gray Fabric ,"Doesn't know half the things asked. Can't recognize my sprinkler wifi controller, even though product details says it is compatible. Can't program or change my wifi thermostat settings and its matched up on same wifi router. Just a handy music player. That's if you have Amazon Music.",1,"n't,know,half,,things,asked,.,Ca,n't,recognize,,sprinkler,wifi,controller,,,even,though,product,details,says,,,compatible,.,Ca,n't,program,,change,,wifi,thermostat,settings,,,matched,,,,wifi,router,.,Just,,handy,music,player,.,That,'s,,,,Amazon,Music",0.1779
5,30-Jul-18,Sandstone Fabric ,Love it,1,,0.6369
5,30-Jul-18,Sandstone Fabric ,awesome.understands my kids,1,,0.0
5,30-Jul-18,Charcoal Fabric ,We were pleasantly surprised at the sound quality and the many features. How nice to easily hear a particular artist or hear our books just by a simple command. Looking forward to exploring other options with this device.,1,",pleasantly,surprised,,,sound,quality,,,many,features,.,How,nice,,easily,hear,,particular,artist,,hear,,books,,,,simple,command,.,Looking,forward,,exploring,,options,,,device",0.8481
5,30-Jul-18,Heather Gray Fabric ,Met and exceeded my expectations. Easy set up and is really quick in responses.,1,",exceeded,,expectations,.,Easy,set,,,,really,quick,,responses",0.4404
5,30-Jul-18,Charcoal Fabric ,"I like the fact that I can get any kind of music from Prime that I want on request from Alexa. I liked the informative photo little pamphlet but wish it included how to connect your TV etc. to the commands from Alexa. BUT, I really love having the music.",1,"like,,fact,,I,,get,,kind,,music,,Prime,,I,want,,request,,Alexa,.,I,liked,,informative,photo,little,pamphlet,,wish,,included,,,connect,,TV,etc,.,,,commands,,Alexa,.,BUT,,,I,really,love,,,music",0.9216
4,30-Jul-18,Charcoal Fabric ,"i have not found a way to access my echo thorough my prime account.  I think it should be part of the top line with video, music, etc.  I also think the setup app where i define, for example music i like, is not well integrated into echo.  I have tried to ask for my playlist and echo is not sure even though i set up play list in my settings.  I also do not like the fact that my words have to be exact match of my playlist names, which i can never remember.I like the ready nature of echo to respond to most any queries.",1,",,found,,way,,access,,echo,thorough,,prime,account,.,I,think,,,,part,,,top,line,,video,,,music,,,etc,.,I,also,think,,setup,app,,,define,,,,example,music,,like,,,,,well,integrated,,echo,.,I,,tried,,ask,,,playlist,,echo,,,sure,even,though,,set,,play,list,,,settings,.,I,also,,,like,,fact,,,words,,,,exact,match,,,playlist,names,,,,,,never,remember.I,like,,ready,nature,,echo,,respond,,,,queries",0.8564
5,30-Jul-18,Charcoal Fabric ,This is great item and just added audible books which makes it even better. Thank you!,1,",great,item,,,added,audible,books,,makes,,even,better,.,Thank,",0.8687
5,30-Jul-18,Charcoal Fabric ,"During Prime Day this 2nd gen Echo was on sale so I couldn't resist! This was the beginning to my smart home set up and I couldn't be happier to say that Alexa has done an amazing job connecting to all of my ""smart"" devices. Thanks to her, I can control my lights, smart plugs, TV, etc. I had no trouble connecting the Echo to my WiFi and my phone. The app works perfectly fine and it let's you add skills, routines, smart devices, timers, and so much more! Sound quality is good enough for me, since I am not an audiophile. Alexa can hear my voice even when watching movies at a high volume. Design is great and modern, it will definitely add a nice touch to your home and you can change the covers if you'd like as there are more for sale. Overall, this is a great addition to my home and enables so many possibilities. If you haven't yet, be sure to add Alexa to your home!",1,"Prime,Day,,2nd,gen,Echo,,,sale,,I,could,n't,resist,!,This,,,beginning,,,smart,home,set,,,I,could,n't,,happier,,say,,Alexa,,done,,amazing,job,connecting,,,,,``,smart,'',devices,.,Thanks,,,,,I,,control,,lights,,,smart,plugs,,,TV,,,etc,.,I,,,trouble,connecting,,Echo,,,WiFi,,,phone,.,The,app,works,perfectly,fine,,,let,'s,,add,skills,,,routines,,,smart,devices,,,timers,,,,,much,,!,Sound,quality,,good,enough,,,,,since,I,,,,audiophile,.,Alexa,,hear,,voice,even,,watching,movies,,,high,volume,.,Design,,great,,modern,,,,,definitely,add,,nice,touch,,,home,,,,change,,covers,,,'d,like,,,,,,sale,.,Overall,,,,,,great,addition,,,home,,enables,,many,possibilities,.,If,,,n't,yet,,,,sure,,add,Alexa,,,home",0.985
5,30-Jul-18,Oak Finish ,Versatile and fun !!!,1,",fun,!,!",0.6341
5,30-Jul-18,Heather Gray Fabric ,Works great! Killer speaker! My wife and son love it.,1,"great,!,Killer,speaker,!,My,wife,,son,love,",0.6792
5,30-Jul-18,Walnut Finish ,We regret waiting so long to purchase this item. We are both surprised and pleased with the sound quality.,1,"regret,waiting,,long,,purchase,,item,.,We,,,surprised,,pleased,,,sound,quality",0.25
1,30-Jul-18,Sandstone Fabric ,"Stopped working after 2 weeks ,didn't follow commands!? Really fun when it was working?",0,"working,,2,weeks,,,,n't,follow,commands,!,?,Really,fun,,,,working",0.5179
5,30-Jul-18,Heather Gray Fabric ,so far love it working on getting more things set up love the grocery list app,1,"far,love,,working,,getting,,things,set,,love,,grocery,list",0.8737
4,30-Jul-18,Charcoal Fabric ,"It performs pretty much as expected, but I am very disappointed it will not provide me with the terminology I need to play various kinds of music without subscribing to the Amazon music service.  I understand my music choices may be limited, but without knowing HOW TO ASK, I cannot access the music that is provided free along with my Echo purchase.  Do you have a chart showing the language I need to use?",1,"performs,pretty,much,,expected,,,,I,,,disappointed,,,,provide,,,,terminology,I,need,,play,various,kinds,,music,without,subscribing,,,Amazon,music,service,.,I,understand,,music,choices,may,,limited,,,,without,knowing,HOW,TO,ASK,,,I,,,access,,music,,,provided,free,along,,,Echo,purchase,.,Do,,,,chart,showing,,language,I,need,,use",0.5804
5,30-Jul-18,Charcoal Fabric ,Easy to set up.,1,",set,",0.4404
3,30-Jul-18,Charcoal Fabric ,I like the product except that the speakers are not the high quality I expected,1,"like,,product,except,,,speakers,,,,high,quality,I",0.3612
5,30-Jul-18,Walnut Finish ,A great investment. Alexa has helped me out and made me laugh.,1,"great,investment,.,Alexa,,helped,,,,made,,laugh",0.8271
5,30-Jul-18,Heather Gray Fabric ,Yet another Exho for our home and love them all!!!,1,"another,Exho,,,home,,love,,,!,!",0.7249
5,30-Jul-18,Charcoal Fabric ,"I love it, I can plan any gender of music from big band to jazz, not easy to find on local radio. Sound is good and I can stop it with a voice command if I get a phone call.",1,"love,,,,I,,plan,,gender,,music,,big,band,,jazz,,,,easy,,find,,local,radio,.,Sound,,good,,I,,stop,,,,voice,command,,I,get,,phone,call",0.5414
5,30-Jul-18,Charcoal Fabric ,Good Value,1,,0.6486
5,30-Jul-18,Heather Gray Fabric ,Super easy set up and am loving our new Echo!,1,"easy,set,,,,loving,,new,Echo",0.8999
